scheduled_departure_date_local,flight_number,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,turnaround_buffer,load_factor,ssr_count,total_bags,transfer_bag_ratio,departure_hour,difficulty_score,daily_rank,difficulty_class
2025-08-02,5320,ORD,MKE,CRJ-200,51,1.04,0.0,54,0.6481481481481481,19,0.19501015264572985,275.0,Medium
2025-08-02,4519,ORD,SCE,CRJ-550,61,1.12,3.0,28,0.9642857142857143,18,0.19483311174353002,276.0,Medium
2025-08-02,5429,ORD,TYS,ERJ-175,29,1.3026315789473684,6.0,59,0.5084745762711864,14,0.19457140252319524,277.0,Medium
2025-08-02,1996,ORD,SJU,A321-2NX,468,1.285,20.0,155,0.25806451612903225,8,0.19455700971830298,278.0,Medium
2025-08-02,5637,ORD,GRB,CRJ-200,86,1.06,6.0,44,0.5681818181818182,18,0.19433414781586333,279.0,Medium
2025-08-02,5474,ORD,MBS,CRJ-550,76,0.96,4.0,43,0.9069767441860465,18,0.19409007124577138,280.0,Medium
2025-08-02,2862,ORD,IAD,B737-900,10,1.2011173184357542,8.0,145,0.42758620689655175,10,0.1939563614991781,281.0,Medium
2025-08-02,5122,ORD,EAU,CRJ-200,61,1.5,8.0,31,0.6129032258064516,12,0.1933366561528393,282.0,Medium
2025-08-02,2389,ORD,RSW,B737-900,23,1.5139664804469273,14.0,98,0.17346938775510204,10,0.19308913315805548,283.0,Medium
2025-08-02,1677,ORD,BOS,B737-800,13,1.319277108433735,5.0,96,0.22916666666666666,15,0.192907208965468,284.0,Medium
2025-08-02,3493,ORD,DTW,ERJ-175,137,0.8947368421052632,0.0,44,0.7272727272727273,21,0.19239479442241048,285.0,Medium
2025-08-02,2672,ORD,PNS,A319-100,113,1.4761904761904763,12.0,92,0.2608695652173913,10,0.19186918037769632,286.0,Medium
2025-08-02,5499,ORD,SBN,CRJ-200,31,1.02,6.0,43,0.4418604651162791,19,0.19176914822585328,287.0,Medium
2025-08-02,5517,ORD,PVD,ERJ-175,51,0.9736842105263158,0.0,55,0.8,18,0.19118481159883133,288.0,Medium
2025-08-02,5874,ORD,PIA,CRJ-200,37,1.14,0.0,71,0.6901408450704225,15,0.1911483710452154,289.0,Medium
2025-08-02,587,ORD,YUL,B737-MAX8,8,1.1506024096385543,2.0,160,0.3125,14,0.1909896906656138,290.0,Medium
2025-08-02,2430,ORD,BNA,B737-700,21,1.1666666666666667,3.0,84,0.5476190476190477,14,0.1909086448383499,291.0,Medium
2025-08-02,2176,ORD,STT,B737-MAX8,18,1.3795180722891567,9.0,138,0.38405797101449274,8,0.19075590787376273,292.0,Medium
2025-08-02,1452,ORD,PVR,A320-200,4,1.44,20.0,114,0.18421052631578946,8,0.1907205288130452,293.0,Medium
2025-08-02,5493,ORD,ATW,CRJ-200,41,1.18,16.0,53,0.6415094339622641,11,0.19036419283460884,294.0,Medium
2025-08-02,1363,ORD,LAX,A321-2NX,13,1.33,10.0,153,0.17647058823529413,12,0.19028452146158642,295.0,Medium
2025-08-02,5624,ORD,LEX,ERJ-175,31,1.013157894736842,5.0,60,0.5666666666666667,17,0.19003061669269436,296.0,Medium
2025-08-02,1304,ORD,LAS,B737-900,12,1.229050279329609,10.0,147,0.2925170068027211,11,0.18979353544794553,297.0,Medium
2025-08-02,2657,ORD,IAH,B737-MAX9,38,1.100558659217877,19.0,173,0.15028901734104047,12,0.18905764319728452,298.0,Medium
2025-08-02,2653,ORD,RDU,B737-MAX9,34,1.2905027932960893,7.0,130,0.38461538461538464,10,0.18866306736442184,299.0,Medium
2025-08-02,4748,ORD,ATW,CRJ-550,56,0.92,0.0,32,1.0,20,0.1883043625087932,300.0,Medium
2025-08-02,2333,ORD,BWI,B737-900,30,1.1396648044692737,14.0,119,0.3949579831932773,10,0.1880711564069566,301.0,Medium
2025-08-02,786,ORD,BTV,A320-200,66,1.3,2.0,124,0.4274193548387097,11,0.18770847218017858,302.0,Medium
2025-08-02,5275,ORD,DLH,CRJ-550,55,0.94,1.0,37,0.7297297297297297,20,0.18766047484233883,303.0,Medium
2025-08-02,1129,ORD,BOS,B737-MAX8,5,1.0903614457831325,0.0,72,0.3055555555555556,19,0.1876245477696521,304.0,Medium
2025-08-02,660,ORD,SAN,A321-2NX,530,1.385,11.0,169,0.21893491124260356,9,0.18737174404790163,305.0,Medium
2025-08-02,1617,ORD,PHL,A319-100,22,0.9682539682539683,10.0,83,0.5301204819277109,14,0.18714919015169218,306.0,Medium
2025-08-02,3638,ORD,CHS,ERJ-175,123,1.763157894736842,4.0,55,0.18181818181818182,10,0.18666720330137465,307.0,Medium
2025-08-02,1146,ORD,MBJ,B737-800,105,1.2951807228915662,7.0,147,0.41496598639455784,8,0.18645503669916963,308.0,Medium
2025-08-02,5350,ORD,GRR,CRJ-550,17,1.0,0.0,61,0.9344262295081968,15,0.1863750091708277,309.0,Medium
2025-08-02,2138,ORD,LGA,B737-800,905,1.1626506024096386,3.0,113,0.36283185840707965,14,0.18606893712764278,310.0,Medium
2025-08-02,5538,ORD,HSV,CRJ-550,65,0.9,4.0,42,0.8333333333333334,18,0.18536397473845417,311.0,Medium
2025-08-02,2635,ORD,CLT,A319-100,14,1.1031746031746033,0.0,94,0.5638297872340425,14,0.1853475515071703,312.0,Medium
2025-08-02,5748,ORD,YWG,ERJ-175,5,1.0857142857142856,17.0,45,0.4666666666666667,13,0.18525658588734462,313.0,Medium
2025-08-02,4517,ORD,SCE,CRJ-550,26,1.1,8.0,44,0.7727272727272727,14,0.1851327034182064,314.0,Medium
2025-08-02,2684,ORD,FCA,B737-900,523,1.3966480446927374,5.0,121,0.4462809917355372,8,0.18454807965442455,315.0,Medium
2025-08-02,467,ORD,CMH,A319-100,56,0.9761904761904762,0.0,71,0.9014084507042254,14,0.18438466597533523,316.0,Medium
2025-08-02,1793,ORD,MSP,B737-900,9,1.0279329608938548,6.0,154,0.5584415584415584,8,0.18394907931692295,317.0,Medium
2025-08-02,4549,ORD,MLI,CRJ-550,86,1.22,0.0,57,0.7017543859649122,14,0.18364347813890458,318.0,Medium
2025-08-02,4766,ORD,OKC,CRJ-550,13,1.0,0.0,51,0.9215686274509803,16,0.18363220341543202,319.0,Medium
2025-08-02,1641,ORD,IND,B737-MAX9,130,0.46368715083798884,8.0,47,0.9148936170212766,21,0.18258235876867643,320.0,Medium
2025-08-02,1270,ORD,PUJ,B737-900,30,1.6368715083798884,11.0,155,0.04516129032258064,9,0.18192403460663004,321.0,Medium
2025-08-02,4436,ORD,SGF,CRJ-550,36,1.32,1.0,56,0.7142857142857143,12,0.18183462562369337,322.0,Medium
2025-08-02,3535,ORD,DSM,ERJ-175,33,1.2236842105263157,1.0,54,0.7777777777777778,13,0.18164983344543834,323.0,Medium
2025-08-02,1068,ORD,IAD,B737-900,1021,1.2905027932960893,2.0,144,0.4722222222222222,8,0.1816358320098484,324.0,Medium
2025-08-02,5930,ORD,FAR,ERJ-175,0,1.0857142857142856,9.0,49,0.7346938775510204,13,0.181602937377581,325.0,Medium
2025-08-02,3690,ORD,IND,ERJ-175,11,1.118421052631579,4.0,54,0.5555555555555556,15,0.18078883760760694,326.0,Medium
2025-08-02,4590,ORD,MDT,CRJ-550,21,1.26,0.0,26,0.7307692307692307,16,0.18067790218934632,327.0,Medium
2025-08-02,5425,ORD,STL,CRJ-550,48,0.96,16.0,39,0.7692307692307693,13,0.180460831780201,328.0,Medium
2025-08-02,5977,ORD,ICT,ERJ-175,13,1.0657894736842106,10.0,56,0.7321428571428571,12,0.18028896661572105,329.0,Medium
2025-08-02,1848,ORD,ATL,B737-MAX9,-1,1.2960893854748603,9.0,107,0.2803738317757009,10,0.18010739492567246,330.0,Medium
2025-08-02,5383,ORD,TVC,CRJ-550,11,1.06,0.0,70,0.8285714285714286,13,0.17990326395152623,331.0,Medium
2025-08-02,5099,ORD,CIU,CRJ-200,152,1.36,6.0,49,0.4489795918367347,12,0.1797811771150395,332.0,Medium
2025-08-02,1775,ORD,FLL,B737-900,21,1.329608938547486,8.0,147,0.23129251700680273,10,0.17976034213627284,333.0,Medium
2025-08-02,5447,ORD,PVD,ERJ-175,37,1.3714285714285714,10.0,59,0.3050847457627119,11,0.1794824308519591,334.0,Medium
2025-08-02,5352,ORD,CAK,CRJ-200,30,0.94,0.0,54,0.6111111111111112,18,0.17841330115271908,335.0,Medium
2025-08-02,3694,ORD,OMA,ERJ-175,19,1.1842105263157894,8.0,65,0.49230769230769234,12,0.17803270255506964,336.0,Medium
2025-08-02,1620,ORD,SEA,A321-2NX,137,1.315,6.0,127,0.4094488188976378,8,0.17791286372735726,337.0,Medium
2025-08-02,4194,ORD,DAY,CRJ-550,176,1.14,3.0,44,0.7727272727272727,14,0.1778377338406933,338.0,Medium
2025-08-02,342,ORD,GCM,B737-900,11,1.0502793296089385,11.0,153,0.3790849673202614,9,0.17764374139474468,339.0,Medium
2025-08-02,2011,ORD,YVR,A320-200,7,1.28,7.0,153,0.33986928104575165,8,0.17706381925053838,340.0,Medium
2025-08-02,2177,ORD,MSN,A319-100,6,1.0,2.0,209,0.22966507177033493,14,0.17631719827668588,341.0,Medium
2025-08-02,2629,ORD,CLE,B737-900,34,1.1675977653631284,12.0,87,0.41379310344827586,10,0.176281146388612,342.0,Medium
2025-08-02,3468,ORD,BGR,ERJ-175,13,1.5,0.0,69,0.37681159420289856,11,0.17623876303875916,343.0,Medium
2025-08-02,5868,ORD,YWG,ERJ-175,21,0.868421052631579,0.0,35,0.8571428571428571,19,0.17584668318134933,344.0,Medium
2025-08-02,5225,ORD,MKE,CRJ-200,11,0.94,0.0,55,0.7818181818181819,16,0.17490610690811478,345.0,Medium
2025-08-02,5593,ORD,MEM,ERJ-175,927,1.042857142857143,20.0,70,0.5857142857142857,8,0.17475721582302245,346.0,Medium
2025-08-02,1113,ORD,ALB,A319-100,107,1.3650793650793651,3.0,93,0.3225806451612903,11,0.1747310491652954,347.0,Medium
2025-08-02,343,ORD,SFO,A321-2NX,1017,1.37,4.0,128,0.265625,10,0.17464165876999316,348.0,Medium
2025-08-02,307,ORD,COS,B737-700,59,1.3174603174603174,0.0,107,0.514018691588785,9,0.17421387767667432,349.0,Medium
2025-08-02,714,ORD,MDT,B737-800,36,0.5963855421686747,0.0,63,0.8571428571428571,19,0.17417503172677418,350.0,Medium
2025-08-02,4739,ORD,GRB,CRJ-200,29,1.16,8.0,35,0.2571428571428571,15,0.17402966323487615,351.0,Medium
2025-08-02,5841,ORD,MEM,ERJ-175,8,1.263157894736842,5.0,55,0.4909090909090909,12,0.17385637851874639,352.0,Medium
2025-08-02,1815,ORD,MSY,A320-200,17,1.1333333333333333,5.0,91,0.5824175824175825,10,0.17363989303886396,353.0,Medium
2025-08-02,2401,ORD,NAS,B737-800,-1,1.3012048192771084,8.0,109,0.22018348623853212,10,0.1730061364632434,354.0,Medium
2025-08-02,2385,ORD,MSO,B737-800,38,1.2349397590361446,1.0,120,0.55,8,0.17294472422458512,355.0,Medium
2025-08-02,4546,ORD,AVP,CRJ-550,67,0.92,2.0,28,0.8571428571428571,18,0.17289583219019095,356.0,Medium
2025-08-02,1377,ORD,MYR,A320-200,114,1.3466666666666667,2.0,107,0.29906542056074764,11,0.1728127822534157,357.0,Medium
2025-08-02,1594,ORD,ABQ,A320-200,37,1.2,4.0,90,0.6111111111111112,9,0.17274445727504037,358.0,Medium
2025-08-02,4482,ORD,TUL,CRJ-550,11,1.04,0.0,46,0.8260869565217391,15,0.17270799437234854,359.0,Medium
2025-08-02,5668,ORD,MKE,CRJ-550,11,1.1,3.0,38,0.8421052631578947,14,0.17261985655284154,360.0,Medium
2025-08-02,2137,ORD,SLC,A319-100,14,1.2301587301587302,8.0,93,0.45161290322580644,9,0.1722032941818625,361.0,Medium
2025-08-02,4588,ORD,MDT,CRJ-550,20,1.14,8.0,49,0.4489795918367347,13,0.1715106526485042,362.0,Medium
2025-08-02,4610,ORD,XNA,CRJ-550,31,1.36,3.0,35,0.5428571428571428,12,0.17065476395984935,363.0,Medium
2025-08-02,4479,ORD,STL,CRJ-550,11,1.06,17.0,29,0.7241379310344828,11,0.17055845408513365,364.0,Medium
2025-08-02,1823,ORD,IAH,A321-2NX,515,1.26,19.0,125,0.2,7,0.17053787135686943,365.0,Medium
2025-08-02,1857,ORD,MIA,B737-800,66,1.2590361445783131,6.0,151,0.23178807947019867,10,0.1703411410952,366.0,Medium
2025-08-02,5226,ORD,YHZ,ERJ-175,-2,1.3026315789473684,4.0,68,0.36764705882352944,10,0.17012261869311646,367.0,Medium
2025-08-02,4542,ORD,LIT,CRJ-550,41,0.7,4.0,25,0.92,20,0.1699760271481161,368.0,Medium
2025-08-02,1740,ORD,RSW,A321-2NX,354,1.41,14.0,111,0.1891891891891892,7,0.16904889885332286,369.0,Medium
2025-08-02,5379,ORD,SYR,ERJ-175,32,1.2894736842105263,0.0,41,0.5853658536585366,13,0.16894380116782398,370.0,Medium
2025-08-02,4554,ORD,GRB,CRJ-550,42,1.14,0.0,40,0.725,14,0.16691275953442403,371.0,Medium
2025-08-02,5564,ORD,SBN,CRJ-550,36,1.14,0.0,34,0.8529411764705882,14,0.16691275953442403,372.0,Medium
2025-08-02,293,ORD,LGA,B737-800,6,1.1566265060240963,12.0,114,0.16666666666666666,11,0.1663055215019726,373.0,Medium
2025-08-02,5420,ORD,MLI,CRJ-200,40,1.14,0.0,42,0.5,15,0.1659685149301075,374.0,Medium
2025-08-02,3667,ORD,GSP,ERJ-175,76,1.2894736842105263,2.0,52,0.28846153846153844,13,0.16513599027368214,375.0,Medium
2025-08-02,5138,ORD,MGW,CRJ-200,14,0.9,2.0,45,0.6888888888888889,16,0.1649811381505816,376.0,Medium
2025-08-02,5646,ORD,ATW,CRJ-200,85,1.14,4.0,55,0.43636363636363634,13,0.16473778522815474,377.0,Medium
2025-08-02,2497,ORD,DTW,A319-100,27,0.6984126984126984,2.0,42,0.6904761904761905,19,0.16470030916735462,378.0,Medium
2025-08-02,2182,ORD,PHL,A320-200,50,1.2333333333333334,5.0,121,0.21487603305785125,11,0.16415760784122724,379.0,Medium
2025-08-02,5140,ORD,CMX,CRJ-200,114,0.76,0.0,37,0.35135135135135137,21,0.16379076702645085,380.0,Medium
2025-08-02,5729,ORD,FNT,CRJ-200,75,1.12,8.0,49,0.5918367346938775,11,0.1635959586088949,381.0,Medium
2025-08-02,275,ORD,RAP,A320-200,13,1.1066666666666667,14.0,78,0.46153846153846156,8,0.1628582934492238,382.0,Medium
2025-08-02,5601,ORD,FNT,CRJ-200,81,1.24,2.0,49,0.3469387755102041,13,0.16270539725559513,383.0,Medium
2025-08-02,1491,ORD,DFW,A319-100,807,1.2222222222222223,10.0,83,0.24096385542168675,10,0.16227640006428312,384.0,Medium
2025-08-02,2369,ORD,AUS,B737-900,12,1.335195530726257,4.0,104,0.3557692307692308,8,0.16186431341112395,385.0,Medium
2025-08-02,5521,ORD,ATW,CRJ-200,44,1.02,4.0,42,0.42857142857142855,15,0.16158415336459944,386.0,Medium
2025-08-02,5643,ORD,CAK,ERJ-175,207,0.5714285714285714,1.0,33,0.7878787878787878,21,0.16150463843510846,387.0,Medium
2025-08-02,4501,ORD,AVP,CRJ-550,29,1.26,2.0,29,0.4482758620689655,13,0.16081793302182318,388.0,Medium
2025-08-02,2488,ORD,LGA,B737-800,15,1.1927710843373494,5.0,115,0.16521739130434782,12,0.1606452649990563,389.0,Medium
2025-08-02,5448,ORD,FWA,CRJ-200,27,1.04,2.0,51,0.5098039215686274,14,0.159952341751588,390.0,Medium
2025-08-02,5565,ORD,CHO,CRJ-550,97,1.0,9.0,30,0.43333333333333335,14,0.15984237813280097,391.0,Medium
2025-08-02,5038,ORD,PLN,CRJ-200,77,1.18,0.0,60,0.6333333333333333,11,0.1596756008510528,392.0,Medium
2025-08-02,468,ORD,IAH,B737-900,28,1.2513966480446927,18.0,166,0.13855421686746988,6,0.15961101355865523,393.0,Medium
2025-08-02,5984,ORD,BIL,ERJ-175,741,1.1973684210526316,2.0,55,0.8181818181818182,9,0.1592409822249322,394.0,Medium
2025-08-02,4563,ORD,FSD,CRJ-550,11,1.1,4.0,43,0.6511627906976745,12,0.15866559139354042,395.0,Medium
2025-08-02,5124,ORD,EAU,CRJ-200,32,0.76,0.0,19,0.3684210526315789,21,0.1583950835732134,396.0,Medium
2025-08-02,5505,ORD,SBN,CRJ-200,186,1.0,2.0,43,0.4883720930232558,15,0.15828662273711752,397.0,Medium
2025-08-02,5849,ORD,PWM,ERJ-175,42,1.1710526315789473,5.0,51,0.21568627450980393,13,0.15784446399517627,398.0,Medium
2025-08-02,3551,ORD,SDF,ERJ-175,16,0.7105263157894737,1.0,31,0.7096774193548387,19,0.15729799517999793,399.0,Medium
2025-08-02,4645,ORD,FWA,CRJ-200,59,1.14,0.0,56,0.6964285714285714,11,0.15715556528981972,400.0,Medium
2025-08-02,5108,ORD,SLN,CRJ-200,23,0.94,3.0,36,0.4166666666666667,16,0.15615482222157828,401.0,Medium
2025-08-02,5968,ORD,ACK,ERJ-175,40,1.5789473684210527,0.0,85,0.03529411764705882,10,0.15605396007129507,402.0,Medium
2025-08-02,5568,ORD,MLI,CRJ-200,43,0.94,8.0,62,0.8225806451612904,9,0.15549320865528846,403.0,Medium
2025-08-02,5026,ORD,JST,CRJ-200,46,0.66,0.0,26,0.5,21,0.15524247668451924,404.0,Medium
2025-08-02,2627,ORD,MSP,B737-900,29,0.37988826815642457,1.0,41,0.9024390243902439,21,0.15502330352052426,405.0,Medium
2025-08-02,4452,ORD,RIC,CRJ-550,35,1.2,4.0,41,0.6829268292682927,10,0.15471388173547201,406.0,Medium
2025-08-02,4390,ORD,CHA,CRJ-550,25,0.98,4.0,35,0.6,14,0.15461267895444547,407.0,Medium
2025-08-02,1879,ORD,SJD,B737-800,470,1.3975903614457832,1.0,142,0.2112676056338028,8,0.15447446924203734,408.0,Medium
2025-08-02,2609,ORD,SNA,B737-700,113,1.4285714285714286,0.0,79,0.27848101265822783,9,0.1540357190637926,409.0,Medium
2025-08-02,482,ORD,CHS,B737-MAX8,540,1.3433734939759037,2.0,122,0.319672131147541,7,0.1538262363191251,410.0,Medium
2025-08-02,4461,ORD,ABE,CRJ-550,79,1.02,2.0,48,0.5833333333333334,13,0.15379124483428083,411.0,Medium
2025-08-02,5557,ORD,OKC,ERJ-175,44,1.1710526315789473,0.0,67,0.6865671641791045,9,0.15360499842477546,412.0,Medium
2025-08-02,5344,ORD,MBS,CRJ-200,961,1.22,0.0,42,0.6428571428571429,11,0.15320283065689022,413.0,Medium
2025-08-02,3693,ORD,PIT,ERJ-175,26,1.3157894736842106,2.0,53,0.37735849056603776,10,0.153131943241362,414.0,Medium
2025-08-02,4406,ORD,TVC,CRJ-550,49,1.14,9.0,33,0.7878787878787878,9,0.1522506320935196,415.0,Medium
2025-08-02,5125,ORD,CMX,CRJ-200,2426,1.0,12.0,43,0.4186046511627907,11,0.15201735243907027,416.0,Medium
2025-08-02,5353,ORD,GRR,CRJ-550,50,1.04,7.0,43,0.9302325581395349,9,0.15200655552342765,417.0,Easy
2025-08-02,2414,ORD,BNA,B737-700,30,0.9682539682539683,4.0,74,0.6351351351351351,10,0.151989889021168,418.0,Easy
2025-08-02,2280,ORD,MCO,A321-2NX,449,1.59,3.0,119,0.09243697478991597,7,0.15187158714197554,419.0,Easy
2025-08-02,3605,ORD,HHH,ERJ-175,121,1.4210526315789473,2.0,53,0.1509433962264151,10,0.15133877669481519,420.0,Easy
2025-08-02,708,ORD,MCI,A319-100,10,1.1904761904761905,4.0,82,0.47560975609756095,8,0.15129184517669947,421.0,Easy
2025-08-02,5607,ORD,TUS,ERJ-175,67,1.1142857142857143,7.0,65,0.47692307692307695,9,0.15026318888329218,422.0,Easy
2025-08-02,3681,ORD,JAX,ERJ-175,712,1.4605263157894737,1.0,70,0.37142857142857144,7,0.1500072950466433,423.0,Easy
2025-08-02,5382,ORD,FWA,CRJ-200,31,0.94,0.0,48,0.4375,15,0.1488719342462443,424.0,Easy
2025-08-02,3569,ORD,ALB,ERJ-175,17,1.2763157894736843,4.0,54,0.5185185185185185,8,0.14873757699641982,425.0,Easy
2025-08-02,5427,ORD,PIA,CRJ-200,63,1.16,6.0,43,0.627906976744186,9,0.1484309993088741,426.0,Easy
2025-08-02,2666,ORD,DEN,A321-2NX,299,1.17,8.0,159,0.3081761006289308,5,0.148355715290652,427.0,Easy
2025-08-02,4809,ORD,ICT,ERJ-175,734,1.0526315789473684,6.0,50,0.74,9,0.14824564069714322,428.0,Easy
2025-08-02,4458,ORD,LIT,CRJ-550,31,1.02,8.0,35,0.4,12,0.14780845963386974,429.0,Easy
2025-08-02,4780,ORD,CAK,CRJ-550,51,1.22,1.0,31,0.5806451612903226,11,0.14725216261989124,430.0,Easy
2025-08-02,4791,ORD,SBN,CRJ-550,38,1.08,4.0,37,0.8378378378378378,10,0.1471537750517728,431.0,Easy
2025-08-02,4476,ORD,CAE,CRJ-550,83,1.1,2.0,41,0.3170731707317073,13,0.14714066847473262,432.0,Easy
2025-08-02,2455,ORD,SAV,B737-900,518,1.4245810055865922,4.0,123,0.14634146341463414,7,0.1461689123904479,433.0,Easy
2025-08-02,5262,ORD,LNK,CRJ-200,26,1.06,1.0,51,0.49019607843137253,12,0.14611986210157762,434.0,Easy
2025-08-02,1224,ORD,LAX,B737-900,616,1.23463687150838,14.0,115,0.16521739130434782,6,0.14600978832608544,435.0,Easy
2025-08-02,5980,ORD,GTF,ERJ-175,6,1.1578947368421053,9.0,57,0.42105263157894735,8,0.14573176500362828,436.0,Easy
2025-08-02,1306,ORD,TPA,B737-900,106,1.4301675977653632,4.0,120,0.13333333333333333,7,0.14484790935902975,437.0,Easy
2025-08-02,3641,ORD,GRR,ERJ-175,44,1.0921052631578947,4.0,58,0.46551724137931033,10,0.14459144579100622,438.0,Easy
2025-08-02,4757,ORD,CLE,ERJ-175,29,0.9,8.0,38,0.5526315789473685,12,0.14384547525232877,439.0,Easy
2025-08-02,5821,ORD,MKE,CRJ-200,1075,0.92,5.0,71,0.7605633802816901,8,0.14380282088494944,440.0,Easy
2025-08-02,4559,ORD,SDF,CRJ-550,44,1.04,6.0,33,0.7878787878787878,10,0.14352377032301658,441.0,Easy
2025-08-02,5470,ORD,GEG,ERJ-175,4,1.236842105263158,1.0,55,0.6,8,0.14343108331057325,442.0,Easy
2025-08-02,5469,ORD,CVG,ERJ-175,43,1.0,5.0,44,0.7272727272727273,10,0.14335728049662422,443.0,Easy
2025-08-02,5490,ORD,YYZ,ERJ-175,597,1.144736842105263,10.0,53,0.5094339622641509,7,0.14319768882811312,444.0,Easy
2025-08-02,5795,ORD,TUL,ERJ-175,21,1.105263157894737,4.0,48,0.6458333333333334,9,0.14306334313815552,445.0,Easy
2025-08-02,2418,ORD,PHL,B737-700,812,1.3571428571428572,0.0,89,0.33707865168539325,7,0.14262404199530085,446.0,Easy
2025-08-02,4445,ORD,BHM,CRJ-550,34,1.14,5.0,48,0.3541666666666667,10,0.14183567834223493,447.0,Easy
2025-08-02,1778,ORD,OMA,A319-100,0,1.1507936507936507,2.0,70,0.5285714285714286,8,0.14181539103279034,448.0,Easy
2025-08-02,5215,ORD,LNK,CRJ-200,45,1.1,4.0,57,0.5263157894736842,9,0.14171415254461955,449.0,Easy
2025-08-02,1120,ORD,LIR,B737-900,450,1.3687150837988826,4.0,104,0.17307692307692307,7,0.14139333119383807,450.0,Easy
2025-08-02,5437,ORD,DLH,CRJ-550,17,1.08,3.0,19,0.6842105263157895,12,0.14132386754920342,451.0,Easy
2025-08-02,3568,ORD,YYZ,ERJ-175,26,1.105263157894737,0.0,54,0.5740740740740741,10,0.14074191456672697,452.0,Easy
2025-08-02,4387,ORD,CID,CRJ-550,59,1.12,1.0,34,1.0,9,0.1405923614865927,453.0,Easy
2025-08-02,1297,ORD,DFW,A319-100,14,1.1349206349206349,12.0,61,0.21311475409836064,8,0.14030435716556588,454.0,Easy
2025-08-02,2387,ORD,MCO,B737-900,323,1.6145251396648044,1.0,147,0.047619047619047616,6,0.13983523069941467,455.0,Easy
2025-08-02,5905,ORD,MTJ,ERJ-175,20,1.355263157894737,2.0,60,0.25,8,0.1395098654986372,456.0,Easy
2025-08-02,3536,ORD,YUL,ERJ-175,3,1.3421052631578947,4.0,71,0.2535211267605634,7,0.13911864646597916,457.0,Easy
2025-08-02,5405,ORD,SCE,CRJ-200,36,1.3,0.0,51,0.5882352941176471,7,0.13773930465705422,458.0,Easy
2025-08-02,4533,ORD,MSN,CRJ-550,28,0.88,0.0,89,0.6292134831460674,9,0.1377177801849702,459.0,Easy
2025-08-02,1198,ORD,CUN,B737-900,30,1.3519553072625698,0.0,120,0.09166666666666666,9,0.13759426423464954,460.0,Easy
2025-08-02,1975,ORD,ATL,B737-800,507,1.0843373493975903,9.0,77,0.36363636363636365,7,0.13679098825908984,461.0,Easy
2025-08-02,5395,ORD,GSO,ERJ-175,37,0.9571428571428572,1.0,34,0.5,13,0.13638309028841716,462.0,Easy
2025-08-02,4460,ORD,ROC,CRJ-550,621,1.0,13.0,31,0.8387096774193549,7,0.13635445418624395,463.0,Easy
2025-08-02,4558,ORD,XNA,CRJ-550,29,1.12,4.0,30,0.9666666666666667,8,0.1362745300374663,464.0,Easy
2025-08-02,2071,ORD,SAN,B737-800,33,1.2891566265060241,8.0,83,0.12048192771084337,7,0.13596962723999487,465.0,Easy
2025-08-02,5094,ORD,RHI,CRJ-200,62,1.02,6.0,42,0.42857142857142855,10,0.13461986765031372,466.0,Easy
2025-08-02,2090,ORD,MIA,B737-800,4,1.2469879518072289,9.0,126,0.07936507936507936,7,0.13450778363625432,467.0,Easy
2025-08-02,4585,ORD,DAY,CRJ-550,38,0.9,4.0,36,0.9444444444444444,10,0.1344646941629146,468.0,Easy
2025-08-02,5020,ORD,FOD,CRJ-200,149,0.74,10.0,29,0.7241379310344828,12,0.13445392499095246,469.0,Easy
2025-08-02,1100,ORD,PDX,B737-900,401,1.4078212290502794,4.0,102,0.058823529411764705,7,0.13394487112499012,470.0,Easy
2025-08-02,5289,ORD,CRW,CRJ-550,18,0.92,13.0,27,0.37037037037037035,10,0.13387733270406557,471.0,Easy
2025-08-02,4502,ORD,LEX,CRJ-550,33,0.96,2.0,38,0.8421052631578947,10,0.1335093929312801,472.0,Easy
2025-08-02,3571,ORD,IND,ERJ-175,41,0.7894736842105263,0.0,52,0.6153846153846154,13,0.13339659406248247,473.0,Easy
2025-08-02,4574,ORD,YOW,CRJ-550,26,1.08,2.0,28,0.7142857142857143,10,0.13297597443512327,474.0,Easy
2025-08-02,1135,ORD,SJO,B737-MAX8,39,1.4036144578313252,3.0,121,0.05785123966942149,7,0.13234168753985553,475.0,Easy
2025-08-02,1643,ORD,SEA,B737-800,430,1.3132530120481927,8.0,145,0.020689655172413793,7,0.1317344922092737,476.0,Easy
2025-08-02,1421,ORD,FLL,A321-2NX,528,1.3,6.0,117,0.07692307692307693,7,0.13171155542786614,477.0,Easy
2025-08-02,490,ORD,SAT,B737-700,30,1.1111111111111112,5.0,80,0.275,8,0.13136257512115254,478.0,Easy
2025-08-02,3668,ORD,BUF,ERJ-175,21,1.355263157894737,1.0,43,0.32558139534883723,7,0.13021772778024046,479.0,Easy
2025-08-02,3610,ORD,YQB,ERJ-175,27,1.0394736842105263,4.0,51,0.3137254901960784,10,0.13020025928010698,480.0,Easy
2025-08-02,3498,ORD,CVG,ERJ-175,11,1.105263157894737,0.0,49,0.8163265306122449,7,0.13008543974658307,481.0,Easy
2025-08-02,5836,ORD,TYS,CRJ-550,12,1.24,0.0,18,0.3333333333333333,10,0.1297775966389456,482.0,Easy
2025-08-02,5234,ORD,MKE,CRJ-550,16,0.96,9.0,18,0.6111111111111112,10,0.1296245008449492,483.0,Easy
